"var1","SR04method1:0","SR04method1:1","SR04method1:2","var2","ur","uz","Points:0","Points:1","Points:2"
1.35362537e+03,-4.50261717e+01,8.98556754e+01,1.10624114e+02,-5.44773276e+01,9.47535085e+01,1.10624114e+02,1.69914901e+00,2.09186339e+00,0.00000000e+00
