"var1","SR05method2:0","SR05method2:1","SR05method2:2","var2","ur","uz","Points:0","Points:1","Points:2"
1.77629096e+06,3.85543834e+02,-6.36930567e+02,9.89385105e+03,4.84362186e+04,2.81511573e+03,9.89385105e+03,3.60579848e+00,3.01917732e-01,0.00000000e+00
