"var1","SR04method2:0","SR04method2:1","SR04method2:2","var2","ur","uz","Points:0","Points:1","Points:2"
9.65188281e+05,3.77924815e+02,-8.16844112e+02,7.29980646e+03,3.79928611e+04,2.15199274e+03,7.29980646e+03,7.61260526e-06,3.21326399e-04,0.00000000e+00
