"var1","SR04method2:0","SR04method2:1","SR04method2:2","var2","ur","uz","Points:0","Points:1","Points:2"
1.25953831e+06,1.40677194e+02,-4.92989437e+01,9.91325565e+03,5.12952402e+04,2.28826851e+03,9.91325565e+03,-7.90271497e-06,-1.56191410e-04,0.00000000e+00
