"var1","SR05method2:0","SR05method2:1","SR05method2:2","var2","ur","uz","Points:0","Points:1","Points:2"
1.66491459e+06,4.10172962e+02,-8.94415580e+02,8.82329236e+03,3.91801328e+04,2.60753634e+03,8.82329236e+03,2.83089612e-04,-1.75463822e-04,0.00000000e+00
