"var1","SR05method2:0","SR05method2:1","SR05method2:2","var2","ur","uz","Points:0","Points:1","Points:2"
1.78851179e+06,6.87075051e+02,-3.70199138e+02,1.02288865e+04,4.79181650e+04,2.30036971e+03,1.02288865e+04,1.86310243e-02,1.67499922e-04,0.00000000e+00
