"var1","SR03method2:0","SR03method2:1","SR03method2:2","var2","ur","uz","Points:0","Points:1","Points:2"
9.41382446e+05,-3.40150752e+01,-1.04889365e+02,9.12269790e+03,5.06896150e+04,2.05972092e+03,9.12269790e+03,-3.68005800e-04,-2.79691129e-04,0.00000000e+00
