"var1","SR03method2:0","SR03method2:1","SR03method2:2","var2","ur","uz","Points:0","Points:1","Points:2"
8.21274667e+05,9.50991144e+01,8.26203909e+01,7.92409307e+03,4.52903510e+04,1.90748510e+03,7.92409307e+03,-3.00025946e-04,-3.60486301e-04,0.00000000e+00
