-30.6796290431043 -30.3593506283076 0 0 0 0
-30.6796290431043 -29.3201084737815 0 0 0 0
-30.6796290431043 -28.2808663192554 0 0 0 0
-30.6796290431043 -27.2416241647292 0 0 0 0
-30.6796290431043 -26.2023820102031 0 0 0 0
-30.6796290431043 -25.163139855677 0 0 0 0
-30.6796290431043 -24.1238977011509 0 0 0 0
-30.6796290431043 -23.0846555466248 0 0 0 0
-30.6796290431043 -22.0454133920987 0 0 0 0
-30.6796290431043 -21.0061712375725 0 0 0 0
-30.6796290431043 -19.9669290830464 0 0 0 0
-30.6796290431043 -18.9276869285203 0 0 0 0
-30.6796290431043 -17.8884447739942 0 0 0 0
-30.6796290431043 -16.8492026194681 0 0 0 0
-30.6796290431043 -15.809960464942 0 0 0 0
-30.6796290431043 -14.7707183104158 0 0 0 0
-30.6796290431043 -13.7314761558897 0 0 0 0
-30.6796290431043 -12.6922340013636 0 0 0 0
-30.6796290431043 -11.6529918468375 0 0 0 0
-30.6796290431043 -10.6137496923114 0 0 0 0
-30.6796290431043 -9.57450753778525 0 0 0 0
-30.6796290431043 -8.53526538325914 0 0 0 0
-30.6796290431043 -7.49602322873302 0 0 0 0
-30.6796290431043 -6.4567810742069 0 0 0 0
-30.6796290431043 -5.41753891968079 0 0 0 0
-30.6796290431043 -4.37829676515467 0 0 0 0
-30.6796290431043 -3.33905461062855 0 0 0 0
-30.6796290431043 -2.29981245610244 0 0 0 0
-30.6796290431043 -1.26057030157632 0 0 0 0
-30.6796290431043 -0.221328147050202 0 0 0 0
-30.6796290431043 0.817914007475915 0 0 0 0
-30.6796290431043 1.85715616200203 0 0 0 0
-30.6796290431043 2.89639831652815 0 0 0 0
-30.6796290431043 3.93564047105427 0 0 0 0
-30.6796290431043 4.97488262558038 0 0 0 0
-30.6796290431043 6.0141247801065 0 0 0 0
-30.6796290431043 7.05336693463262 0 0 0 0
-30.6796290431043 8.09260908915873 0 0 0 0
-30.6796290431043 9.13185124368485 0 0 0 0
-30.6796290431043 10.171093398211 0 0 0 0
-30.6796290431043 11.2103355527371 0 0 0 0
-30.6796290431043 12.2495777072632 0 0 0 0
-30.6796290431043 13.2888198617893 0 0 0 0
-30.6796290431043 14.3280620163154 0 0 0 0
-30.6796290431043 15.3673041708416 0 0 0 0
-30.6796290431043 16.4065463253677 0 0 0 0
-30.6796290431043 17.4457884798938 0 0 0 0
-30.6796290431043 18.4850306344199 0 0 0 0
-30.6796290431043 19.524272788946 0 0 0 0
-30.6796290431043 20.5635149434721 0 0 0 0
-30.6796290431043 21.6027570979983 0 0 0 0
-30.6796290431043 22.6419992525244 0 0 0 0
-30.6796290431043 23.6812414070505 0 0 0 0
-30.6796290431043 24.7204835615766 0 0 0 0
