"var1","SR03method1:0","SR03method1:1","SR03method1:2","var2","ur","uz","Points:0","Points:1","Points:2"
9.22031949e+05,-1.18736602e+02,2.07031430e+01,8.86202202e+03,4.97409425e+04,2.03675346e+03,8.86202202e+03,-3.61737271e-04,-3.36754427e-04,0.00000000e+00
