"var1","SR03method1:0","SR03method1:1","SR03method1:2","var2","ur","uz","Points:0","Points:1","Points:2"
9.51032966e+05,-1.24022813e+02,-1.58719134e+02,9.45459163e+03,5.10306297e+04,1.66899243e+03,9.45459163e+03,6.37600242e-05,5.32415361e-05,0.00000000e+00
