"var1","SR03method1:0","SR03method1:1","SR03method1:2","var2","ur","uz","Points:0","Points:1","Points:2"
7.92153744e+05,-1.58664607e+02,3.20656524e+02,7.76737534e+03,4.36343808e+04,1.88499007e+03,7.76737534e+03,2.94824567e-04,2.55502324e-04,0.00000000e+00
