"var1","SR03method1:0","SR03method1:1","SR03method1:2","var2","ur","uz","Points:0","Points:1","Points:2"
9.50847647e+05,-1.22818140e+02,-1.59428118e+02,9.42963087e+03,5.10258735e+04,1.71762778e+03,9.42963087e+03,3.13768032e-05,5.53822319e-05,0.00000000e+00
