"var1","SR04method2:0","SR04method2:1","SR04method2:2","var2","ur","uz","Points:0","Points:1","Points:2"
1.25152294e+06,1.27466895e+02,-1.75043245e+02,9.42267989e+03,5.11241890e+04,2.65052185e+03,9.42267989e+03,1.48490179e+00,1.02788055e+00,0.00000000e+00
