"var1","SR04method2:0","SR04method2:1","SR04method2:2","var2","ur","uz","Points:0","Points:1","Points:2"
1.25764604e+06,8.22809228e+01,-1.27423544e+02,9.71334751e+03,5.12611411e+04,2.63464088e+03,9.71334751e+03,1.24147141e+00,1.15441370e+00,0.00000000e+00
