"var1","SR05method1:0","SR05method1:1","SR05method1:2","var2","ur","uz","Points:0","Points:1","Points:2"
1.75983355e+06,3.83882953e+02,-6.33377429e+02,9.91234209e+03,4.96071227e+04,2.80226489e+03,9.91234209e+03,4.72926760e+00,7.42825866e-01,0.00000000e+00
