"var1","SR03method1:0","SR03method1:1","SR03method1:2","var2","ur","uz","Points:0","Points:1","Points:2"
9.44512343e+05,-1.97206100e+01,-1.97142669e+02,9.07441490e+03,5.07740600e+04,2.08162912e+03,9.07441490e+03,-1.46406209e+00,-6.71813905e-01,0.00000000e+00
