"var1","SR05method1:0","SR05method1:1","SR05method1:2","var2","ur","uz","Points:0","Points:1","Points:2"
1.61218673e+06,5.44233239e+02,-1.01099765e+03,8.78026136e+03,3.92546044e+04,2.40020142e+03,8.78026136e+03,2.08167130e-05,2.47149641e-04,0.00000000e+00
