"var1","SR05method1:0","SR05method1:1","SR05method1:2","var2","ur","uz","Points:0","Points:1","Points:2"
1.76427670e+06,7.48930272e+02,-4.02583585e+02,1.00752690e+04,4.83838236e+04,2.28063986e+03,1.00752690e+04,1.93594575e-01,-1.66914630e-04,0.00000000e+00
